DATETIME,MARKET,SUBMARKET,VENDOR,QCI,KPI,Value
9/28/2020,Illinois/Wisconsin,Chicago,E,QCI 6,DL Throughput 20th Percentile,16051.00582
9/28/2020,Illinois/Wisconsin,Chicago,E,QCI 7,DL Throughput 20th Percentile,12275.24397
9/28/2020,Illinois/Wisconsin,Chicago,E,QCI 8,DL Throughput 20th Percentile,10222.77468
9/28/2020,Illinois/Wisconsin,Chicago,E,QCI 9,DL Throughput 20th Percentile,9929.363302
9/28/2020,Illinois/Wisconsin,Wisconsin,E,QCI 6+7+8+9,DL Throughput 20th Percentile,6636.348114
9/28/2020,Illinois/Wisconsin,Wisconsin,E,QCI 6,DL Throughput 20th Percentile,9831.524828
9/28/2020,Illinois/Wisconsin,Wisconsin,E,QCI 7,DL Throughput 20th Percentile,7638.685553
9/28/2020,Illinois/Wisconsin,Wisconsin,E,QCI 8,DL Throughput 20th Percentile,6466.993608
9/28/2020,Illinois/Wisconsin,Wisconsin,E,QCI 9,DL Throughput 20th Percentile,6037.110387
9/28/2020,Los Angeles,Los Angeles,E,QCI 6+7+8+9,DL Throughput 20th Percentile,6689.639715
9/28/2020,Los Angeles,Los Angeles,E,QCI 6,DL Throughput 20th Percentile,11235.01545
9/28/2020,Los Angeles,Los Angeles,E,QCI 7,DL Throughput 20th Percentile,8420.919629
9/28/2020,Los Angeles,Los Angeles,E,QCI 8,DL Throughput 20th Percentile,6547.039544
9/28/2020,Los Angeles,Los Angeles,E,QCI 9,DL Throughput 20th Percentile,6140.865257
9/28/2020,Michigan/Indiana,Detroit,N,QCI 6+7+8+9,DL Throughput 20th Percentile,7590.747353
9/28/2020,Michigan/Indiana,Detroit,N,QCI 6,DL Throughput 20th Percentile,10792.20042
9/28/2020,Michigan/Indiana,Detroit,N,QCI 7,DL Throughput 20th Percentile,7795.646905
9/28/2020,Michigan/Indiana,Detroit,N,QCI 8,DL Throughput 20th Percentile,7634.431289
9/28/2020,Michigan/Indiana,Detroit,N,QCI 9,DL Throughput 20th Percentile,6674.6147
9/28/2020,Michigan/Indiana,Indianapolis,E,QCI 6+7+8+9,DL Throughput 20th Percentile,7334.490039
9/28/2020,Michigan/Indiana,Indianapolis,E,QCI 6,DL Throughput 20th Percentile,12355.90138
9/28/2020,Michigan/Indiana,Indianapolis,E,QCI 7,DL Throughput 20th Percentile,8083.331491
9/28/2020,Michigan/Indiana,Indianapolis,E,QCI 8,DL Throughput 20th Percentile,7097.585457
9/28/2020,Michigan/Indiana,Indianapolis,E,QCI 9,DL Throughput 20th Percentile,6577.075746
9/28/2020,Michigan/Indiana,Northern MI,N,QCI 6+7+8+9,DL Throughput 20th Percentile,4946.239973
9/28/2020,Michigan/Indiana,Northern MI,N,QCI 6,DL Throughput 20th Percentile,6970.546689
9/28/2020,Michigan/Indiana,Northern MI,N,QCI 7,DL Throughput 20th Percentile,5783.674553
9/28/2020,Michigan/Indiana,Northern MI,N,QCI 8,DL Throughput 20th Percentile,5027.644144
9/28/2020,Michigan/Indiana,Northern MI,N,QCI 9,DL Throughput 20th Percentile,4279.293655
9/28/2020,Michigan/Indiana,Outstate MI,N,QCI 6+7+8+9,DL Throughput 20th Percentile,5820.567862
9/28/2020,Michigan/Indiana,Outstate MI,N,QCI 6,DL Throughput 20th Percentile,9014.753054
9/28/2020,Michigan/Indiana,Outstate MI,N,QCI 7,DL Throughput 20th Percentile,6506.957749
9/28/2020,Michigan/Indiana,Outstate MI,N,QCI 8,DL Throughput 20th Percentile,5883.724435
9/28/2020,Michigan/Indiana,Outstate MI,N,QCI 9,DL Throughput 20th Percentile,5179.533777
9/28/2020,NY/NNJ,NYC East,N,QCI 6+7+8+9,DL Throughput 20th Percentile,6473.834601
9/28/2020,NY/NNJ,NYC East,N,QCI 6,DL Throughput 20th Percentile,10343.50415
9/28/2020,NY/NNJ,NYC East,N,QCI 7,DL Throughput 20th Percentile,6984.918893
9/28/2020,NY/NNJ,NYC East,N,QCI 8,DL Throughput 20th Percentile,6276.023187
9/28/2020,NY/NNJ,NYC East,N,QCI 9,DL Throughput 20th Percentile,6135.695227
9/28/2020,NY/NNJ,NYC Manhattan,N,QCI 6+7+8+9,DL Throughput 20th Percentile,10474.84864
9/28/2020,NY/NNJ,NYC Manhattan,N,QCI 6,DL Throughput 20th Percentile,12106.53272
9/28/2020,NY/NNJ,NYC Manhattan,N,QCI 7,DL Throughput 20th Percentile,10777.29567
9/28/2020,NY/NNJ,NYC Manhattan,N,QCI 8,DL Throughput 20th Percentile,10031.49732
9/28/2020,NY/NNJ,NYC Manhattan,N,QCI 9,DL Throughput 20th Percentile,10245.88949
9/28/2020,NY/NNJ,NYC West,N,QCI 6+7+8+9,DL Throughput 20th Percentile,6959.494416
9/28/2020,NY/NNJ,NYC West,N,QCI 6,DL Throughput 20th Percentile,9550.657601
9/28/2020,NY/NNJ,NYC West,N,QCI 7,DL Throughput 20th Percentile,7281.324836
9/28/2020,NY/NNJ,NYC West,N,QCI 8,DL Throughput 20th Percentile,6882.729545
9/28/2020,NY/NNJ,NYC West,N,QCI 9,DL Throughput 20th Percentile,6429.794866
9/28/2020,NY/NNJ,Upstate NY,E,QCI 6+7+8+9,DL Throughput 20th Percentile,8207.005438
9/28/2020,NY/NNJ,Upstate NY,E,QCI 6,DL Throughput 20th Percentile,11553.03465
9/28/2020,NY/NNJ,Upstate NY,E,QCI 7,DL Throughput 20th Percentile,8746.850677
9/28/2020,NY/NNJ,Upstate NY,E,QCI 8,DL Throughput 20th Percentile,7919.487904
9/28/2020,NY/NNJ,Upstate NY,E,QCI 9,DL Throughput 20th Percentile,7413.325866
9/28/2020,New England,Connecticut,E,QCI 6+7+8+9,DL Throughput 20th Percentile,7218.768034
9/28/2020,New England,Connecticut,E,QCI 6,DL Throughput 20th Percentile,10647.57528
9/28/2020,New England,Connecticut,E,QCI 7,DL Throughput 20th Percentile,7950.188079
9/28/2020,New England,Connecticut,E,QCI 8,DL Throughput 20th Percentile,6839.50093
9/28/2020,New England,Connecticut,E,QCI 9,DL Throughput 20th Percentile,7093.66364
9/28/2020,New England,Maine,E,QCI 6+7+8+9,DL Throughput 20th Percentile,6006.984567
9/28/2020,New England,Maine,E,QCI 6,DL Throughput 20th Percentile,10185.54812
9/28/2020,New England,Maine,E,QCI 7,DL Throughput 20th Percentile,6005.280891
9/28/2020,New England,Maine,E,QCI 8,DL Throughput 20th Percentile,5856.709308
9/28/2020,New England,Maine,E,QCI 9,DL Throughput 20th Percentile,5516.055679
9/28/2020,New England,Massachusetts,E,QCI 6+7+8+9,DL Throughput 20th Percentile,9058.645322
9/28/2020,New England,Massachusetts,E,QCI 6,DL Throughput 20th Percentile,14245.01959
9/28/2020,New England,Massachusetts,E,QCI 7,DL Throughput 20th Percentile,9634.246247
9/28/2020,New England,Massachusetts,E,QCI 8,DL Throughput 20th Percentile,8985.509864
9/28/2020,New England,Massachusetts,E,QCI 9,DL Throughput 20th Percentile,8502.03689
9/28/2020,New England,New Hampshire,E,QCI 6+7+8+9,DL Throughput 20th Percentile,6113.293467
9/28/2020,New England,New Hampshire,E,QCI 6,DL Throughput 20th Percentile,7758.887773
9/28/2020,New England,New Hampshire,E,QCI 7,DL Throughput 20th Percentile,6614.152598
9/28/2020,New England,New Hampshire,E,QCI 8,DL Throughput 20th Percentile,6281.02001
9/28/2020,New England,New Hampshire,E,QCI 9,DL Throughput 20th Percentile,5184.743214
9/28/2020,New England,Rhode Island,E,QCI 6+7+8+9,DL Throughput 20th Percentile,9813.758123
9/28/2020,New England,Rhode Island,E,QCI 6,DL Throughput 20th Percentile,15135.83043
9/28/2020,New England,Rhode Island,E,QCI 7,DL Throughput 20th Percentile,10346.20965
9/28/2020,New England,Rhode Island,E,QCI 8,DL Throughput 20th Percentile,9531.962973
9/28/2020,New England,Rhode Island,E,QCI 9,DL Throughput 20th Percentile,9652.671769
9/28/2020,New England,Vermont,E,QCI 6+7+8+9,DL Throughput 20th Percentile,4411.305033
9/28/2020,New England,Vermont,E,QCI 6,DL Throughput 20th Percentile,6597.897694
9/28/2020,New England,Vermont,E,QCI 7,DL Throughput 20th Percentile,5120.431855
9/28/2020,New England,Vermont,E,QCI 8,DL Throughput 20th Percentile,3854.994424
9/28/2020,New England,Vermont,E,QCI 9,DL Throughput 20th Percentile,4860.46101
9/28/2020,North Texas,Central Texas,E,QCI 6+7+8+9,DL Throughput 20th Percentile,4385.919882
9/28/2020,North Texas,Central Texas,E,QCI 6,DL Throughput 20th Percentile,8715.464222
9/28/2020,North Texas,Central Texas,E,QCI 7,DL Throughput 20th Percentile,5478.903295
9/28/2020,North Texas,Central Texas,E,QCI 8,DL Throughput 20th Percentile,4432.450521
9/28/2020,North Texas,Central Texas,E,QCI 9,DL Throughput 20th Percentile,4009.500108
9/28/2020,North Texas,Dallas Ft. Worth,E,QCI 6+7+8+9,DL Throughput 20th Percentile,4951.030352
9/28/2020,North Texas,Dallas Ft. Worth,E,QCI 6,DL Throughput 20th Percentile,9500.835044
9/28/2020,North Texas,Dallas Ft. Worth,E,QCI 7,DL Throughput 20th Percentile,5984.785188
9/28/2020,North Texas,Dallas Ft. Worth,E,QCI 8,DL Throughput 20th Percentile,4967.420094
9/28/2020,North Texas,Dallas Ft. Worth,E,QCI 9,DL Throughput 20th Percentile,4509.657954
9/28/2020,North Texas,El Paso,E,QCI 6+7+8+9,DL Throughput 20th Percentile,4774.098653
9/28/2020,North Texas,El Paso,E,QCI 6,DL Throughput 20th Percentile,7741.394656
9/28/2020,North Texas,El Paso,E,QCI 7,DL Throughput 20th Percentile,6266.465358
9/28/2020,North Texas,El Paso,E,QCI 8,DL Throughput 20th Percentile,4726.939103
9/28/2020,North Texas,El Paso,E,QCI 9,DL Throughput 20th Percentile,4667.99498
9/28/2020,North Texas,West Texas,E,QCI 6+7+8+9,DL Throughput 20th Percentile,3710.544074
9/28/2020,North Texas,West Texas,E,QCI 6,DL Throughput 20th Percentile,11102.97626
9/28/2020,North Texas,West Texas,E,QCI 7,DL Throughput 20th Percentile,5341.857261
9/28/2020,North Texas,West Texas,E,QCI 8,DL Throughput 20th Percentile,4096.878897
9/28/2020,North Texas,West Texas,E,QCI 9,DL Throughput 20th Percentile,3161.523136
9/28/2020,Northern California,Sacramento,E,QCI 6+7+8+9,DL Throughput 20th Percentile,4233.38029
9/28/2020,Northern California,Sacramento,E,QCI 6,DL Throughput 20th Percentile,10213.61793
9/28/2020,Northern California,Sacramento,E,QCI 7,DL Throughput 20th Percentile,5919.958812
9/28/2020,Northern California,Sacramento,E,QCI 8,DL Throughput 20th Percentile,4371.929678
9/28/2020,Northern California,Sacramento,E,QCI 9,DL Throughput 20th Percentile,3635.276172
9/28/2020,Northern California,San Francisco,E,QCI 6+7+8+9,DL Throughput 20th Percentile,6657.276592
9/28/2020,Northern California,San Francisco,E,QCI 6,DL Throughput 20th Percentile,12876.35962
9/28/2020,Northern California,San Francisco,E,QCI 7,DL Throughput 20th Percentile,8155.493336
9/28/2020,Northern California,San Francisco,E,QCI 8,DL Throughput 20th Percentile,6796.646799
9/28/2020,Northern California,San Francisco,E,QCI 9,DL Throughput 20th Percentile,5530.224588
9/28/2020,Northern Plains,Iowa,N,QCI 6+7+8+9,DL Throughput 20th Percentile,6714.951582
9/28/2020,Northern Plains,Iowa,N,QCI 6,DL Throughput 20th Percentile,8318.695819
9/28/2020,Northern Plains,Iowa,N,QCI 7,DL Throughput 20th Percentile,8686.270822
9/28/2020,Northern Plains,Iowa,N,QCI 8,DL Throughput 20th Percentile,6857.562172
9/28/2020,Northern Plains,Iowa,N,QCI 9,DL Throughput 20th Percentile,5960.846889
9/28/2020,Northern Plains,Minnesota,N,QCI 6+7+8+9,DL Throughput 20th Percentile,6556.636561
9/28/2020,Northern Plains,Minnesota,N,QCI 6,DL Throughput 20th Percentile,8414.117297
9/28/2020,Northern Plains,Minnesota,N,QCI 7,DL Throughput 20th Percentile,7038.090414
9/28/2020,Northern Plains,Minnesota,N,QCI 8,DL Throughput 20th Percentile,6489.910485
9/28/2020,Northern Plains,Minnesota,N,QCI 9,DL Throughput 20th Percentile,6140.612039
9/28/2020,Northern Plains,Nebraska,N,QCI 6+7+8+9,DL Throughput 20th Percentile,8240.644136
9/28/2020,Northern Plains,Nebraska,N,QCI 6,DL Throughput 20th Percentile,9182.75456
9/28/2020,Northern Plains,Nebraska,N,QCI 7,DL Throughput 20th Percentile,9450.777474
9/28/2020,Northern Plains,Nebraska,N,QCI 8,DL Throughput 20th Percentile,8560.545794
9/28/2020,Northern Plains,Nebraska,N,QCI 9,DL Throughput 20th Percentile,7325.71381
9/28/2020,Northern Plains,North Dakota,N,QCI 6+7+8+9,DL Throughput 20th Percentile,9398.557404
9/28/2020,Northern Plains,North Dakota,N,QCI 6,DL Throughput 20th Percentile,10064.66663
9/28/2020,Northern Plains,North Dakota,N,QCI 7,DL Throughput 20th Percentile,10187.79107
9/28/2020,Northern Plains,North Dakota,N,QCI 8,DL Throughput 20th Percentile,9245.871112
9/28/2020,Northern Plains,North Dakota,N,QCI 9,DL Throughput 20th Percentile,9112.075007
9/28/2020,Northern Plains,South Dakota,N,QCI 6+7+8+9,DL Throughput 20th Percentile,8551.921836
9/28/2020,Northern Plains,South Dakota,N,QCI 6,DL Throughput 20th Percentile,12117.8121
9/28/2020,Northern Plains,South Dakota,N,QCI 7,DL Throughput 20th Percentile,9690.064483
9/28/2020,Northern Plains,South Dakota,N,QCI 8,DL Throughput 20th Percentile,8851.331151
9/28/2020,Northern Plains,South Dakota,N,QCI 9,DL Throughput 20th Percentile,8125.934613
9/28/2020,Ohio/Western Pennsylvania,Northern OH,N,QCI 6+7+8+9,DL Throughput 20th Percentile,8201.345474
9/28/2020,Ohio/Western Pennsylvania,Northern OH,N,QCI 6,DL Throughput 20th Percentile,10896.42599
9/28/2020,Ohio/Western Pennsylvania,Northern OH,N,QCI 7,DL Throughput 20th Percentile,9148.152176
9/28/2020,Ohio/Western Pennsylvania,Northern OH,N,QCI 8,DL Throughput 20th Percentile,8147.261531
9/28/2020,Ohio/Western Pennsylvania,Northern OH,N,QCI 9,DL Throughput 20th Percentile,7639.299234
9/28/2020,Ohio/Western Pennsylvania,Southern OH,N,QCI 6+7+8+9,DL Throughput 20th Percentile,6496.434562
9/28/2020,Ohio/Western Pennsylvania,Southern OH,N,QCI 6,DL Throughput 20th Percentile,9939.92434
9/28/2020,Ohio/Western Pennsylvania,Southern OH,N,QCI 7,DL Throughput 20th Percentile,7273.476907
9/28/2020,Ohio/Western Pennsylvania,Southern OH,N,QCI 8,DL Throughput 20th Percentile,6581.496308
9/28/2020,Ohio/Western Pennsylvania,Southern OH,N,QCI 9,DL Throughput 20th Percentile,5823.835066
9/28/2020,Ohio/Western Pennsylvania,Western Pennsylvania,E,QCI 6+7+8+9,DL Throughput 20th Percentile,9951.776414
9/28/2020,Ohio/Western Pennsylvania,Western Pennsylvania,E,QCI 6,DL Throughput 20th Percentile,14804.02711
9/28/2020,Ohio/Western Pennsylvania,Western Pennsylvania,E,QCI 7,DL Throughput 20th Percentile,11254.75827
9/28/2020,Ohio/Western Pennsylvania,Western Pennsylvania,E,QCI 8,DL Throughput 20th Percentile,9771.806962
9/28/2020,Ohio/Western Pennsylvania,Western Pennsylvania,E,QCI 9,DL Throughput 20th Percentile,9455.781886
9/28/2020,Pacific Northwest,Alaska,E,QCI 6+7+8+9,DL Throughput 20th Percentile,4767.61189
9/28/2020,Pacific Northwest,Alaska,E,QCI 6,DL Throughput 20th Percentile,9136.334513
9/28/2020,Pacific Northwest,Alaska,E,QCI 7,DL Throughput 20th Percentile,6028.488314
9/28/2020,Pacific Northwest,Alaska,E,QCI 8,DL Throughput 20th Percentile,4817.658291
9/28/2020,Pacific Northwest,Alaska,E,QCI 9,DL Throughput 20th Percentile,4338.229255
9/28/2020,Pacific Northwest,Oregon,N,QCI 6+7+8+9,DL Throughput 20th Percentile,7363.187092
9/28/2020,Pacific Northwest,Oregon,N,QCI 6,DL Throughput 20th Percentile,10502.5852
9/28/2020,Pacific Northwest,Oregon,N,QCI 7,DL Throughput 20th Percentile,9051.840859
9/28/2020,Pacific Northwest,Oregon,N,QCI 8,DL Throughput 20th Percentile,7733.088701
9/28/2020,Pacific Northwest,Oregon,N,QCI 9,DL Throughput 20th Percentile,6565.601083
9/28/2020,Pacific Northwest,Washington,N,QCI 6+7+8+9,DL Throughput 20th Percentile,7257.555836
9/28/2020,Pacific Northwest,Washington,N,QCI 6,DL Throughput 20th Percentile,10299.41245
9/28/2020,Pacific Northwest,Washington,N,QCI 7,DL Throughput 20th Percentile,8706.634461
9/28/2020,Pacific Northwest,Washington,N,QCI 8,DL Throughput 20th Percentile,7638.577968
9/28/2020,Pacific Northwest,Washington,N,QCI 9,DL Throughput 20th Percentile,6175.924923
9/28/2020,Puerto Rico,Puerto Rico-Virgin Islands,E,QCI 6+7+8+9,DL Throughput 20th Percentile,4751.06121
9/28/2020,Puerto Rico,Puerto Rico-Virgin Islands,E,QCI 6,DL Throughput 20th Percentile,9175.077107
9/28/2020,Puerto Rico,Puerto Rico-Virgin Islands,E,QCI 7,DL Throughput 20th Percentile,6110.30174
9/28/2020,Puerto Rico,Puerto Rico-Virgin Islands,E,QCI 8,DL Throughput 20th Percentile,4580.980474
9/28/2020,Puerto Rico,Puerto Rico-Virgin Islands,E,QCI 9,DL Throughput 20th Percentile,4596.516434
9/28/2020,Rocky Mountain Region,Colorado,N,QCI 6+7+8+9,DL Throughput 20th Percentile,7505.869661
9/28/2020,Rocky Mountain Region,Colorado,N,QCI 6,DL Throughput 20th Percentile,9295.404156
9/28/2020,Rocky Mountain Region,Colorado,N,QCI 7,DL Throughput 20th Percentile,8681.912449
9/28/2020,Rocky Mountain Region,Colorado,N,QCI 8,DL Throughput 20th Percentile,7780.024412
9/28/2020,Rocky Mountain Region,Colorado,N,QCI 9,DL Throughput 20th Percentile,7044.300638
9/28/2020,Rocky Mountain Region,Idaho,N,QCI 6+7+8+9,DL Throughput 20th Percentile,6797.959207
9/28/2020,Rocky Mountain Region,Idaho,N,QCI 6,DL Throughput 20th Percentile,10615.91427
9/28/2020,Rocky Mountain Region,Idaho,N,QCI 7,DL Throughput 20th Percentile,8075.50396
9/28/2020,Rocky Mountain Region,Idaho,N,QCI 8,DL Throughput 20th Percentile,6998.076183
9/28/2020,Rocky Mountain Region,Idaho,N,QCI 9,DL Throughput 20th Percentile,6346.056798
9/28/2020,Rocky Mountain Region,Montana,N,QCI 6+7+8+9,DL Throughput 20th Percentile,7213.342763
9/28/2020,Rocky Mountain Region,Montana,N,QCI 6,DL Throughput 20th Percentile,8650.547407
9/28/2020,Rocky Mountain Region,Montana,N,QCI 7,DL Throughput 20th Percentile,8086.40415
9/28/2020,Rocky Mountain Region,Montana,N,QCI 8,DL Throughput 20th Percentile,7190.939822
9/28/2020,Rocky Mountain Region,Montana,N,QCI 9,DL Throughput 20th Percentile,6773.714602
9/28/2020,Rocky Mountain Region,Utah,N,QCI 6+7+8+9,DL Throughput 20th Percentile,7779.02223
9/28/2020,Rocky Mountain Region,Utah,N,QCI 6,DL Throughput 20th Percentile,10631.53306
9/28/2020,Rocky Mountain Region,Utah,N,QCI 7,DL Throughput 20th Percentile,9553.446787
9/28/2020,Rocky Mountain Region,Utah,N,QCI 8,DL Throughput 20th Percentile,7855.929883
9/28/2020,Rocky Mountain Region,Utah,N,QCI 9,DL Throughput 20th Percentile,7162.408379
9/28/2020,Rocky Mountain Region,Wyoming,N,QCI 6+7+8+9,DL Throughput 20th Percentile,5973.66228
9/28/2020,Rocky Mountain Region,Wyoming,N,QCI 6,DL Throughput 20th Percentile,7845.845028
9/28/2020,Rocky Mountain Region,Wyoming,N,QCI 7,DL Throughput 20th Percentile,6765.221226
9/28/2020,Rocky Mountain Region,Wyoming,N,QCI 8,DL Throughput 20th Percentile,5864.257635
9/28/2020,Rocky Mountain Region,Wyoming,N,QCI 9,DL Throughput 20th Percentile,5935.598019
9/28/2020,San Diego/Las Vegas,Las Vegas,N,QCI 6+7+8+9,DL Throughput 20th Percentile,8603.49686
9/28/2020,San Diego/Las Vegas,Las Vegas,N,QCI 6,DL Throughput 20th Percentile,12370.45675
9/28/2020,San Diego/Las Vegas,Las Vegas,N,QCI 7,DL Throughput 20th Percentile,10855.83164
9/28/2020,San Diego/Las Vegas,Las Vegas,N,QCI 8,DL Throughput 20th Percentile,8751.766314
9/28/2020,San Diego/Las Vegas,Las Vegas,N,QCI 9,DL Throughput 20th Percentile,7807.70622
9/28/2020,San Diego/Las Vegas,San Diego,E,QCI 6+7+8+9,DL Throughput 20th Percentile,7817.460518
9/28/2020,San Diego/Las Vegas,San Diego,E,QCI 6,DL Throughput 20th Percentile,11557.03157
9/28/2020,San Diego/Las Vegas,San Diego,E,QCI 7,DL Throughput 20th Percentile,9705.567266
9/28/2020,San Diego/Las Vegas,San Diego,E,QCI 8,DL Throughput 20th Percentile,7727.662213
9/28/2020,San Diego/Las Vegas,San Diego,E,QCI 9,DL Throughput 20th Percentile,7105.465849
9/28/2020,South Texas,Austin,E,QCI 6+7+8+9,DL Throughput 20th Percentile,5734.691278
9/28/2020,South Texas,Austin,E,QCI 6,DL Throughput 20th Percentile,11086.77922
9/28/2020,South Texas,Austin,E,QCI 7,DL Throughput 20th Percentile,7192.086791
9/28/2020,South Texas,Austin,E,QCI 8,DL Throughput 20th Percentile,6042.60883
9/28/2020,South Texas,Austin,E,QCI 9,DL Throughput 20th Percentile,4850.255854
9/28/2020,South Texas,Houston,E,QCI 6+7+8+9,DL Throughput 20th Percentile,5239.211377
9/28/2020,South Texas,Houston,E,QCI 6,DL Throughput 20th Percentile,11166.45919
9/28/2020,South Texas,Houston,E,QCI 7,DL Throughput 20th Percentile,6452.412615
9/28/2020,South Texas,Houston,E,QCI 8,DL Throughput 20th Percentile,5337.137532
9/28/2020,South Texas,Houston,E,QCI 9,DL Throughput 20th Percentile,4660.690614
9/28/2020,South Texas,San Antonio,E,QCI 6+7+8+9,DL Throughput 20th Percentile,4068.701937
9/28/2020,South Texas,San Antonio,E,QCI 6,DL Throughput 20th Percentile,10642.66464
9/28/2020,South Texas,San Antonio,E,QCI 7,DL Throughput 20th Percentile,5977.324779
9/28/2020,South Texas,San Antonio,E,QCI 8,DL Throughput 20th Percentile,4361.255669
9/28/2020,South Texas,San Antonio,E,QCI 9,DL Throughput 20th Percentile,3436.014761
9/28/2020,Tennessee/Kentucky,Chattanooga,E,QCI 6+7+8+9,DL Throughput 20th Percentile,8964.381322
9/28/2020,Tennessee/Kentucky,Chattanooga,E,QCI 6,DL Throughput 20th Percentile,12537.97048
9/28/2020,Tennessee/Kentucky,Chattanooga,E,QCI 7,DL Throughput 20th Percentile,10229.08351
9/28/2020,Tennessee/Kentucky,Chattanooga,E,QCI 8,DL Throughput 20th Percentile,8975.945199
9/28/2020,Tennessee/Kentucky,Chattanooga,E,QCI 9,DL Throughput 20th Percentile,7489.41106
9/28/2020,Tennessee/Kentucky,Evansville,E,QCI 6+7+8+9,DL Throughput 20th Percentile,4767.072258
9/28/2020,Tennessee/Kentucky,Evansville,E,QCI 6,DL Throughput 20th Percentile,8834.022845
9/28/2020,Tennessee/Kentucky,Evansville,E,QCI 7,DL Throughput 20th Percentile,5429.805799
9/28/2020,Tennessee/Kentucky,Evansville,E,QCI 8,DL Throughput 20th Percentile,4638.083929
9/28/2020,Tennessee/Kentucky,Evansville,E,QCI 9,DL Throughput 20th Percentile,4260.811945
9/28/2020,Tennessee/Kentucky,Knoxville,E,QCI 6+7+8+9,DL Throughput 20th Percentile,11732.4121
9/28/2020,Tennessee/Kentucky,Knoxville,E,QCI 6,DL Throughput 20th Percentile,15700.5493
9/28/2020,Tennessee/Kentucky,Knoxville,E,QCI 7,DL Throughput 20th Percentile,12608.63181
9/28/2020,Tennessee/Kentucky,Knoxville,E,QCI 8,DL Throughput 20th Percentile,11724.62096
9/28/2020,Tennessee/Kentucky,Knoxville,E,QCI 9,DL Throughput 20th Percentile,10143.62999
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 6+7+8+9,DL Throughput 20th Percentile,6761.962479
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 6,DL Throughput 20th Percentile,12106.02631
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 7,DL Throughput 20th Percentile,7951.741479
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 8,DL Throughput 20th Percentile,6798.164631
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 9,DL Throughput 20th Percentile,6112.112478
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 6+7+8+9,DL Throughput 20th Percentile,7112.016136
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 6,DL Throughput 20th Percentile,12910.98591
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 7,DL Throughput 20th Percentile,7770.666273
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 8,DL Throughput 20th Percentile,6988.10868
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 9,DL Throughput 20th Percentile,6543.908542
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 6+7+8+9,DL Throughput 20th Percentile,4299.442636
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 6,DL Throughput 20th Percentile,9317.228048
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 7,DL Throughput 20th Percentile,5276.544974
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 8,DL Throughput 20th Percentile,4296.803592
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 9,DL Throughput 20th Percentile,3993.809361
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 6+7+8+9,DL Throughput 20th Percentile,6431.763508
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 6,DL Throughput 20th Percentile,12488.237
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 7,DL Throughput 20th Percentile,7615.711965
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 8,DL Throughput 20th Percentile,6574.231074
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 9,DL Throughput 20th Percentile,5518.977871
9/28/2020,VA/WV/NC,Asheville,E,QCI 6+7+8+9,DL Throughput 20th Percentile,6065.784585
9/28/2020,VA/WV/NC,Asheville,E,QCI 6,DL Throughput 20th Percentile,8761.36487
9/28/2020,VA/WV/NC,Asheville,E,QCI 7,DL Throughput 20th Percentile,7200.14552
9/28/2020,VA/WV/NC,Asheville,E,QCI 8,DL Throughput 20th Percentile,5897.103284
9/28/2020,VA/WV/NC,Asheville,E,QCI 9,DL Throughput 20th Percentile,5718.736535
9/28/2020,VA/WV/NC,Charlotte,E,QCI 6+7+8+9,DL Throughput 20th Percentile,11230.33939
9/28/2020,VA/WV/NC,Charlotte,E,QCI 6,DL Throughput 20th Percentile,15787.28662
9/28/2020,VA/WV/NC,Charlotte,E,QCI 7,DL Throughput 20th Percentile,12857.12042
9/28/2020,VA/WV/NC,Charlotte,E,QCI 8,DL Throughput 20th Percentile,11045.94686
9/28/2020,VA/WV/NC,Charlotte,E,QCI 9,DL Throughput 20th Percentile,10506.07062
9/28/2020,VA/WV/NC,Greensboro,E,QCI 6+7+8+9,DL Throughput 20th Percentile,9307.181432
9/28/2020,VA/WV/NC,Greensboro,E,QCI 6,DL Throughput 20th Percentile,13678.12993
9/28/2020,VA/WV/NC,Greensboro,E,QCI 7,DL Throughput 20th Percentile,9824.15006
9/28/2020,VA/WV/NC,Greensboro,E,QCI 8,DL Throughput 20th Percentile,9145.244
9/28/2020,VA/WV/NC,Greensboro,E,QCI 9,DL Throughput 20th Percentile,8640.485832
